"PatId"	"Yeartxt"	"OrigTechArea"	"city"	"state"	"state"	"country"	"topicId"	"ourTechArea"	"origCPC1"	"origCPC2"	"origCPC3"	"ourCPCnum1"	"ourCPCnum2"	"ourCPCnum3"	"GeoCode"	"Year"	"TopicId-Id"	"count1"	"Patnum"
"pat0700"	"yr2012"	"Solar Inverter"	"Livermore  CA"	"CA"	"CA"	"USA"	11	"Solar Inverter"				"Y02E"	"H02J"	"G05F"	"Bay_Area"	2012	"topic-11"	1	"num-13/152 787"
"pat0193"	"yr2011"	"Solar Inverter"	"Cambridge"	"N/A"	"N/A"	"Great Britain"	6	"Solar Inverter"	"Y02E"	"H01L"	"Y02B"	"H02J"	"Y02E"	"H02M"	"europe"	2011	"topic-06"	1	"num-8067855"
"pat0227"	"yr2012"	"Solar Mounting/Rack"	"San Rafeal  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"H01L"	"Y02E"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2012	"topic-14"	1	"num-8156697"
"pat0199"	"yr2012"	"Solar Inverter"	"Fort Collins  CO"	"CO"	"CO"	"USA"	8	"Solar Inverter"	"Y02E"	"Y02B"	"H02M"	"H01L"	"Y02E"	"Y02B"	"CO"	2012	"topic-08"	1	"num-8093756"
"pat0331"	"yr2006"	"Solar Mounting/Rack"	"Osaka-shi"	"N/A"	"N/A"	"Japan"	5	"Solar Monitoring"	"G06Q"	"Y02B"		"Y04S"	"G06Q"	"Y02E"	"jp"	2006	"topic-05"	1	"num-11/315 327"
"pat0429"	"yr2009"	"Solar Inverter"	"Los Gatos  CA"	"CA"	"CA"	"USA"	3	"Solar Monitoring"	"H02J"	"Y02E"	"Y04S"	"H02J"	"Y02E"	"Y02B"	"Bay_Area"	2009	"topic-03"	1	"num-12/392 042"
"pat0647"	"yr2011"	"Solar Mounting/Rack"	"Goodyear  AZ"	"AZ"	"AZ"	"USA"	14	"Solar Mounting/Rack"	"Y02E"	"H01L"	"Y02E"	"F24J"	"Y02E"	"H01L"	"AZ"	2011	"topic-14"	1	"num-13/044 387"
"pat0409"	"yr2010"	"Solar Monitoring"	"Hayward  CA"	"CA"	"CA"	"USA"	11	"Solar Inverter"	"Y02E"	"G01W"	"H01L"	"Y02E"	"H02J"	"G05F"	"Bay_Area"	2010	"topic-11"	1	"num-12/320 715"
"pat0607"	"yr2011"	"Solar Monitoring"	"Armonk  NY"	"NY"	"NY"	"USA"	5	"Solar Monitoring"	"G01R"			"Y04S"	"G06Q"	"Y02E"	"NY"	2011	"topic-05"	1	"num-12/953 850"
"pat0232"	"yr2012"	"Solar Inverter"	"Wagen"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"H02M"			"H02M"	"Y02E"	"H02J"	"germany"	2012	"topic-00"	1	"num-8169805"
"pat0581"	"yr2012"	"Solar Inverter"	"Austin  TX"	"TX"	"TX"	"USA"	6	"Solar Inverter"				"H02J"	"Y02E"	"H02M"	"TX"	2012	"topic-06"	1	"num-12/902 049"
"pat0142"	"yr2011"	"Solar Inverter"	"Herzelia"	"N/A"	"N/A"	"Israel"	0	"Solar Inverter"	"H02M"	"H02J"		"H02M"	"Y02E"	"H02J"	"middle_east"	2011	"topic-00"	1	"num-7900361"
"pat0100"	"yr2010"	"Solar Monitoring"	"Richardson  TX"	"TX"	"TX"	"USA"	6	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"TX"	2010	"topic-06"	1	"num-7808127"
"pat0451"	"yr2011"	"Solar Inverter"	"Schenectady  NY"	"NY"	"NY"	"USA"	6	"Solar Inverter"	"H02M"			"H02J"	"Y02E"	"H02M"	"NY"	2011	"topic-06"	1	"num-12/505 802"
"pat0811"	"yr2012"	"Solar Mounting/Rack"	"Grass Valley  CA"	"CA"	"CA"	"USA"	4	"Solar Mounting/Rack"	"H01L"	"Y02B"		"Y02B"	"H01L"	"Y02E"	"Other_CA"	2012	"topic-04"	1	"num-13/429 881"
"pat0533"	"yr2010"	"Solar Mounting/Rack"	"Hod Hasharon"	"N/A"	"N/A"	"Israel"	14	"Solar Mounting/Rack"	"Y02E"	"H01L"		"F24J"	"Y02E"	"H01L"	"middle_east"	2010	"topic-14"	1	"num-12/786 894"
"pat0583"	"yr2011"	"Solar Monitoring"	"San Jose  CA"	"CA"	"CA"	"USA"	12	"Solar Mounting/Rack"	"Y02E"	"H01L"		"Y02E"	"H01L"	"F24J"	"Bay_Area"	2011	"topic-12"	1	"num-12/904 965"
"pat0123"	"yr2010"	"Solar Inverter"	"Petaluma  CA"	"CA"	"CA"	"USA"	6	"Solar Inverter"	"Y02E"	"H02J"		"H02J"	"Y02E"	"H02M"	"Other_CA"	2010	"topic-06"	1	"num-7855473"
"pat0526"	"yr2010"	"Solar Mounting/Rack"	"Saline  MI"	"MI"	"MI"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"F16B"	"Y02E"	"F24J"	"Y02E"	"H01L"	"MI"	2010	"topic-14"	1	"num-12/771 079"
"pat0173"	"yr2011"	"Solar Monitoring"	"San Jose  CA"	"CA"	"CA"	"USA"	6	"Solar Inverter"	"H02J"	"Y02E"	"H01M"	"H02J"	"Y02E"	"H02M"	"Bay_Area"	2011	"topic-06"	1	"num-8004232"
"pat0614"	"yr2011"	"Solar Mounting/Rack"	"Brick  NJ"	"NJ"	"NJ"	"USA"	14	"Solar Mounting/Rack"	"Y02E"	"F24J"	"Y02B"	"F24J"	"Y02E"	"H01L"	"NJ"	2011	"topic-14"	1	"num-12/959 228"
"pat0547"	"yr2010"	"Solar Mounting/Rack"	"Coppell  TX"	"TX"	"TX"	"USA"	13	"Solar Mounting/Rack"	"E04D"	"H01L"	"E04D"	"H01L"	"Y02E"	"F24J"	"TX"	2010	"topic-13"	1	"num-12/823 006"
"pat0490"	"yr2010"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	8	"Solar Inverter"	"F24J"	"Y02E"	"H01L"	"H01L"	"Y02E"	"Y02B"	"Bay_Area"	2010	"topic-08"	1	"num-12/625 363"
"pat0357"	"yr2008"	"Solar Mounting/Rack"	"Berkeley  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"H01R"	"Y02E"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2008	"topic-14"	1	"num-11/848 766"
"pat0037"	"yr2008"	"Solar Inverter"	"Bend OR"	"OR"	"OR"	"USA"	6	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"OR"	2008	"topic-06"	1	"num-7432618"
"pat0729"	"yr2012"	"Solar Monitoring"	"Austin  TX"	"TX"	"TX"	"USA"	7	"Solar Inverter"	"G01R"			"Y02E"	"H02J"	"H01L"	"TX"	2012	"topic-07"	1	"num-13/216 306"
"pat0604"	"yr2011"	"Solar Mounting/Rack"	"Singapore"	"N/A"	"N/A"	"Singapore"	14	"Solar Mounting/Rack"	"F24J"	"H01L"	"Y02B"	"F24J"	"Y02E"	"H01L"	"asia"	2011	"topic-14"	1	"num-12/950 888"
"pat0491"	"yr2010"	"Solar Inverter"	"Devens  MA"	"MA"	"MA"	"USA"	0	"Solar Inverter"	"H02M"	"Y02E"	"H01L"	"H02M"	"Y02E"	"H02J"	"MA"	2010	"topic-00"	1	"num-12/625 645"
"pat0207"	"yr2012"	"Solar Inverter"	"Taipei  Taiwan"	"N/A"	"N/A"	"Taiwan"	13	"Solar Mounting/Rack"	"G05F"			"H01L"	"Y02E"	"F24J"	"asia"	2012	"topic-13"	1	"num-8106543"
"pat0085"	"yr2010"	"Solar Inverter"	"Champagne IL"	"IL"	"IL"	"USA"	6	"Solar Inverter"	"H02J"	"Y02E"		"H02J"	"Y02E"	"H02M"	"IL"	2010	"topic-06"	1	"num-7755916"
"pat0273"	"yr2012"	"Solar Inverter"	"Fort Collins  CO"	"CO"	"CO"	"USA"	4	"Solar Mounting/Rack"	"Y02E"	"Y02B"	"H02M"	"Y02B"	"H01L"	"Y02E"	"CO"	2012	"topic-04"	1	"num-8242634"
"pat0292"	"yr2012"	"Solar Monitoring"	"Schenectady  NY"	"NY"	"NY"	"USA"	6	"Solar Inverter"	"G01R"	"H02S"		"H02J"	"Y02E"	"H02M"	"NY"	2012	"topic-06"	1	"num-8290745"
"pat0590"	"yr2012"	"Solar Mounting/Rack"	"Lee Vining  CA"	"CA"	"CA"	"USA"	13	"Solar Mounting/Rack"	"H01L"	"Y02B"		"H01L"	"Y02E"	"F24J"	"Other_CA"	2012	"topic-13"	1	"num-12/912 552"
"pat0462"	"yr2010"	"Solar Mounting/Rack"	"Robbinsville  NJ"	"USA"	"USA"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"USA"	2010	"topic-14"	1	"num-12/557 389"
"pat0460"	"yr2010"	"Solar Mounting/Rack"	"Sinshih Hsiang"	"N/A"	"N/A"	"Taiwan"	14	"Solar Mounting/Rack"	"Y02E"	"F24J"	"H01L"	"F24J"	"Y02E"	"H01L"	"asia"	2010	"topic-14"	1	"num-12/543 559"
"pat0274"	"yr2012"	"Solar Monitoring"	"Holtsville  NY"	"NY"	"NY"	"USA"	5	"Solar Monitoring"	"H04Q"			"Y04S"	"G06Q"	"Y02E"	"NY"	2012	"topic-05"	1	"num-8242932"
"pat0792"	"yr2012"	"Solar Inverter"	"Stuttgart"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"H02M"	"Y02E"		"H02M"	"Y02E"	"H02J"	"germany"	2012	"topic-00"	1	"num-13/395 438"
"pat0476"	"yr2010"	"Solar Mounting/Rack"	"Morgan Hill  CA"	"CA"	"CA"	"USA"	8	"Solar Inverter"	"Y02E"	"F24J"	"H01L"	"H01L"	"Y02E"	"Y02B"	"Bay_Area"	2010	"topic-08"	1	"num-12/590 222"
"pat0785"	"yr2012"	"Solar Monitoring"	"Austin  TX"	"TX"	"TX"	"USA"	11	"Solar Inverter"	"H02M"	"H02J"		"Y02E"	"H02J"	"G05F"	"TX"	2012	"topic-11"	1	"num-13/362 214"
"pat0479"	"yr2010"	"Solar Mounting/Rack"	"Saint Denis"	"N/A"	"N/A"	"France"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"F24J"	"Y02E"	"H01L"	"europe"	2010	"topic-14"	1	"num-12/596 654"
"pat0820"	"yr2012"	"Solar Inverter"	"Seoul"	"N/A"	"N/A"	"South Korea"	8	"Solar Inverter"	"H01L"			"H01L"	"Y02E"	"Y02B"	"asia"	2012	"topic-08"	1	"num-13/455 731"
"pat0817"	"yr2012"	"Solar Inverter"	"Dresden"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"				"H02M"	"Y02E"	"H02J"	"germany"	2012	"topic-00"	1	"num-13/447 598"
"pat0240"	"yr2012"	"Solar Mounting/Rack"	"Shelton  CT"	"CT"	"CT"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"F24J"	"Y02E"	"H01L"	"CT"	2012	"topic-02"	1	"num-8188414"
"pat0633"	"yr2012"	"Solar Monitoring"	"Linden  CA"	"CA"	"CA"	"USA"	3	"Solar Monitoring"	"G05B"			"H02J"	"Y02E"	"Y02B"	"Other_CA"	2012	"topic-03"	1	"num-13/016 901"
"pat0697"	"yr2011"	"Solar Mounting/Rack"	"Mainz"	"N/A"	"N/A"	"Germany"	12	"Solar Mounting/Rack"	"H02J"	"Y02E"		"Y02E"	"H01L"	"F24J"	"germany"	2011	"topic-12"	1	"num-13/143 586"
"pat0186"	"yr2011"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	7	"Solar Inverter"	"Y02E"	"H01H"	"H02J"	"Y02E"	"H02J"	"H01L"	"germany"	2011	"topic-07"	1	"num-8036005"
"pat0032"	"yr2008"	"Solar Monitoring"	"Taipei Hsien"	"N/A"	"N/A"	"Taiwan"	11	"Solar Inverter"	"H02M"	"Y02B"	"G05F"	"Y02E"	"H02J"	"G05F"	"asia"	2008	"topic-11"	1	"num-7394237"
"pat0787"	"yr2012"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	7	"Solar Inverter"	"Y02E"	"H02M"	"H02J"	"Y02E"	"H02J"	"H01L"	"germany"	2012	"topic-07"	1	"num-13/366 522"
"pat0245"	"yr2012"	"Solar Inverter"	"Niskayuna  NY"	"NY"	"NY"	"USA"	8	"Solar Inverter"	"Y02E"	"H01L"	"H02M"	"H01L"	"Y02E"	"Y02B"	"NY"	2012	"topic-08"	1	"num-8194375"
"pat0569"	"yr2011"	"Solar Mounting/Rack"	"Providence  RI"	"RI"	"RI"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"RI"	2011	"topic-02"	1	"num-12/873 174"
"pat0726"	"yr2012"	"Solar Inverter"	"Fremont  CA"	"CA"	"CA"	"USA"	8	"Solar Inverter"	"H02J"	"Y02E"		"H01L"	"Y02E"	"Y02B"	"Bay_Area"	2012	"topic-08"	1	"num-13/211 984"
"pat0608"	"yr2012"	"Solar Inverter"	"Austin  TX"	"TX"	"TX"	"USA"	6	"Solar Inverter"	"H02M"			"H02J"	"Y02E"	"H02M"	"TX"	2012	"topic-06"	1	"num-12/955 894"
"pat0244"	"yr2012"	"Solar Monitoring"	"Austin  TX"	"TX"	"TX"	"USA"	6	"Solar Inverter"	"H02M"	"Y02E"	"Y02B"	"H02J"	"Y02E"	"H02M"	"TX"	2012	"topic-06"	1	"num-8193788"
"pat0791"	"yr2012"	"Solar Mounting/Rack"	"Jiangsu"	"N/A"	"N/A"	"China"	13	"Solar Mounting/Rack"	"F24J"	"Y02B"	"F24J"	"H01L"	"Y02E"	"F24J"	"asia"	2012	"topic-13"	1	"num-13/395 404"
"pat0759"	"yr2012"	"Solar Mounting/Rack"	"West Hartford  CT"	"CT"	"CT"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"E04H"	"Y02B"	"F24J"	"Y02E"	"H01L"	"CT"	2012	"topic-14"	1	"num-13/297 397"
"pat0247"	"yr2012"	"Solar Mounting/Rack"	"British Columbia"	"N/A"	"N/A"	"Canada"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"E04D"	"F24J"	"Y02E"	"H01L"	"canada"	2012	"topic-14"	1	"num-8196360"
"pat0395"	"yr2010"	"Solar Monitoring"	"Schenectady  NY"	"NY"	"NY"	"USA"	6	"Solar Inverter"	"Y02E"	"H02J"		"H02J"	"Y02E"	"H02M"	"NY"	2010	"topic-06"	1	"num-12/210 275"
"pat0383"	"yr2009"	"Solar Mounting/Rack"	"Albuquerque  NM"	"NM"	"NM"	"USA"	12	"Solar Mounting/Rack"	"H01L"	"F24J"	"Y02E"	"Y02E"	"H01L"	"F24J"	"NM"	2009	"topic-12"	1	"num-12/131 556"
"pat0667"	"yr2011"	"Solar Inverter"	"Wangen"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"				"H02M"	"Y02E"	"H02J"	"germany"	2011	"topic-00"	1	"num-13/080 791"
"pat0226"	"yr2012"	"Solar Mounting/Rack"	"New York  NY"	"NY"	"NY"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"F24J"	"Y02E"	"H01L"	"NY"	2012	"topic-02"	1	"num-8151789"
"pat0407"	"yr2009"	"Solar Mounting/Rack"	"Hampton  VA"	"VA"	"VA"	"USA"	4	"Solar Mounting/Rack"	"H01L"	"Y02E"	"Y02B"	"Y02B"	"H01L"	"Y02E"	"VA"	2009	"topic-04"	1	"num-12/292 974"
"pat0004"	"yr2005"	"Solar Inverter"	"Dearborn  MI"	"MI"	"MI"	"USA"	0	"Solar Inverter"	"H02M"	"Y02E"	"Y02B"	"H02M"	"Y02E"	"H02J"	"MI"	2005	"topic-00"	1	"num-6940735"
"pat0096"	"yr2010"	"Solar Mounting/Rack"	"Glendale  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"SOCAL"	2010	"topic-02"	1	"num-7799987"
"pat0606"	"yr2011"	"Site Assessment"	"Bolinas  CA"	"CA"	"CA"	"USA"	5	"Solar Monitoring"	"G01J"	"G01S"	"G01W"	"Y04S"	"G06Q"	"Y02E"	"Bay_Area"	2011	"topic-05"	1	"num-12/952 101"
"pat0579"	"yr2011"	"Solar Inverter"	"Newtown  PA"	"PA"	"PA"	"USA"	10	"Solar Inverter"	"Y02E"	"H02J"		"H02J"	"Y02E"	"H02M"	"PA"	2011	"topic-10"	1	"num-12/896 427"
"pat0021"	"yr2007"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2007	"topic-02"	1	"num-7297866"
"pat0831"	"yr2012"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	6	"Solar Inverter"	"Y02E"	"H02M"	"H02J"	"H02J"	"Y02E"	"H02M"	"germany"	2012	"topic-06"	1	"num-13/479 488"
"pat0567"	"yr2012"	"Solar Inverter"	"Schenectady  NY"	"NY"	"NY"	"USA"	0	"Solar Inverter"	"H02M"			"H02M"	"Y02E"	"H02J"	"NY"	2012	"topic-00"	1	"num-12/870 795"
"pat0824"	"yr2012"	"Solar Inverter"	"Petaluma  CA"	"CA"	"CA"	"USA"	0	"Solar Inverter"				"H02M"	"Y02E"	"H02J"	"Other_CA"	2012	"topic-00"	1	"num-13/468 815"
"pat0675"	"yr2011"	"Solar Mounting/Rack"	"Huntersville  NC"	"NC"	"NC"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"H01L"		"F24J"	"Y02E"	"H01L"	"NC"	2011	"topic-14"	1	"num-13/091 434"
"pat0827"	"yr2012"	"Solar Mounting/Rack"	"San Francisco  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2012	"topic-14"	1	"num-13/471050"
"pat0126"	"yr2011"	"Site Assessment"	"Sebastopol  CA"	"CA"	"CA"	"USA"	5	"Solar Monitoring"	"G01J"	"G01C"	"G01W"	"Y04S"	"G06Q"	"Y02E"	"Other_CA"	2011	"topic-05"	1	"num-7861422"
"pat0456"	"yr2009"	"Solar Mounting/Rack"	"Dulles  VA"	"USA"	"USA"	"USA"	13	"Solar Mounting/Rack"	"H05K"	"H01L"	"Y02E"	"H01L"	"Y02E"	"F24J"	"USA"	2009	"topic-13"	1	"num-12/540 685"
"pat0727"	"yr2012"	"Solar Mounting/Rack"	"Fremont  CA"	"CA"	"CA"	"USA"	0	"Solar Inverter"	"H02M"	"H02J"		"H02M"	"Y02E"	"H02J"	"Bay_Area"	2012	"topic-00"	1	"num-13/212013"
"pat0808"	"yr2012"	"Solar Inverter"	"Zurich"	"N/A"	"N/A"	"Switzerland"	11	"Solar Inverter"	"G05F"			"Y02E"	"H02J"	"G05F"	"europe"	2012	"topic-11"	1	"num-13/427 259"
"pat0648"	"yr2012"	"Solar Inverter"	"Fremont  CA"	"CA"	"CA"	"USA"	7	"Solar Inverter"	"H02H"			"Y02E"	"H02J"	"H01L"	"Bay_Area"	2012	"topic-07"	1	"num-13/044 423"
"pat0354"	"yr2008"	"Solar Mounting/Rack"	"London"	"N/A"	"N/A"	"Great Britain"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"E04D"	"F24J"	"Y02E"	"H01L"	"europe"	2008	"topic-14"	1	"num-11/804 697"
"pat0074"	"yr2010"	"Solar Mounting/Rack"	"Antioch  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"Y02E"	"F24J"	"Y02E"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2010	"topic-02"	1	"num-7703246"
"pat0107"	"yr2010"	"Solar Monitoring"	"Taipei Hsien"	"N/A"	"N/A"	"Taiwan"	3	"Solar Monitoring"	"H02J"	"Y02B"		"H02J"	"Y02E"	"Y02B"	"asia"	2010	"topic-03"	1	"num-7819913"
"pat0571"	"yr2011"	"Solar Mounting/Rack"	"Golden  CO"	"USA"	"USA"	"USA"	13	"Solar Mounting/Rack"	"F24J"	"Y02B"	"Y02E"	"H01L"	"Y02E"	"F24J"	"USA"	2011	"topic-13"	1	"num-12/886 973"
"pat0355"	"yr2007"	"Solar Mounting/Rack"	"London"	"N/A"	"N/A"	"Great Britain"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"E04D"	"F24J"	"Y02E"	"H01L"	"europe"	2007	"topic-14"	1	"num-11/804 698"
"pat0696"	"yr2012"	"Site Assessment"	"Menlo Park  CA"	"CA"	"CA"	"USA"	5	"Solar Monitoring"	"Y02B"	"Y02E"	"F24J"	"Y04S"	"G06Q"	"Y02E"	"Bay_Area"	2012	"topic-05"	1	"num-13/139 986"
"pat0005"	"yr2005"	"Solar Inverter"	"Columbia  MD"	"MD"	"MD"	"USA"	6	"Solar Inverter"	"H02J"	"Y02B"		"H02J"	"Y02E"	"H02M"	"MD"	2005	"topic-06"	1	"num-6949843"
"pat0252"	"yr2012"	"Solar Monitoring"	"Pittsford  NY"	"NY"	"NY"	"USA"	11	"Solar Inverter"	"G01R"	"Y02E"	"H01L"	"Y02E"	"H02J"	"G05F"	"NY"	2012	"topic-11"	1	"num-8204709"
"pat0825"	"yr2012"	"Solar Mounting/Rack"	"Unknown"	"Unknown"	"Unknown"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"F16B"	"H01L"	"F24J"	"Y02E"	"H01L"	"Unknown"	2012	"topic-02"	1	"num-13/470763"
"pat0474"	"yr2010"	"Solar Mounting/Rack"	"Bridgeport CT"	"CT"	"CT"	"USA"	13	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"H01L"	"Y02E"	"F24J"	"CT"	2010	"topic-13"	1	"num-12/586 943"
"pat0674"	"yr2012"	"Solar Monitoring"	"Schenectady  NY"	"NY"	"NY"	"USA"	6	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"NY"	2012	"topic-06"	1	"num-13/090 657"
"pat0665"	"yr2012"	"Solar Mounting/Rack"	"Schenectady  NY"	"NY"	"NY"	"USA"	7	"Solar Inverter"	"F24J"	"H01L"		"Y02E"	"H02J"	"H01L"	"NY"	2012	"topic-07"	1	"num-13/079 900"
"pat0535"	"yr2011"	"Solar Inverter"	"Ludenscheid"	"N/A"	"N/A"	"Germany"	8	"Solar Inverter"				"H01L"	"Y02E"	"Y02B"	"germany"	2011	"topic-08"	1	"num-12/788 441"
"pat0706"	"yr2012"	"Solar Inverter"	"Austin  TX"	"TX"	"TX"	"USA"	6	"Solar Inverter"				"H02J"	"Y02E"	"H02M"	"TX"	2012	"topic-06"	1	"num-13/162 532"
"pat0504"	"yr2011"	"Solar Mounting/Rack"	"Schenectady  NY"	"NY"	"NY"	"USA"	14	"Solar Mounting/Rack"	"Y02E"	"F24J"	"Y02E"	"F24J"	"Y02E"	"H01L"	"NY"	2011	"topic-14"	1	"num-12/713 894"
"pat0577"	"yr2012"	"Solar Mounting/Rack"	"Santa Clara  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"H01L"		"F24J"	"Y02E"	"H01L"	"Bay_Area"	2012	"topic-14"	1	"num-12/895 594"
"pat0698"	"yr2011"	"Solar Mounting/Rack"	"Tarnow"	"N/A"	"N/A"	"Poland"	9	"Solar Mounting/Rack"	"H01L"	"Y02E"		"H01L"	"Y02E"	"H01R"	"europe"	2011	"topic-09"	1	"num-13/148 726"
"pat0467"	"yr2010"	"Solar Mounting/Rack"	"Alameda  CA"	"USA"	"USA"	"USA"	4	"Solar Mounting/Rack"	"H01L"	"Y02B"	"Y02E"	"Y02B"	"H01L"	"Y02E"	"USA"	2010	"topic-04"	1	"num-12/564 748"
"pat0844"	"yr2012"	"Solar Mounting/Rack"	"Berkeley  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"				"F24J"	"Y02E"	"H01L"	"Bay_Area"	2012	"topic-02"	1	"num-13/538 695"
"pat0763"	"yr2012"	"Solar Inverter"	"Hod Hasharon"	"N/A"	"N/A"	"Israel"	10	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"middle_east"	2012	"topic-10"	1	"num-13/308 517"
"pat0557"	"yr2011"	"Solar Mounting/Rack"	"Dresden"	"N/A"	"N/A"	"Germany"	14	"Solar Mounting/Rack"	"F24J"	"Y02B"	"Y02E"	"F24J"	"Y02E"	"H01L"	"germany"	2011	"topic-14"	1	"num-12/850 257"
"pat0154"	"yr2011"	"Solar Mounting/Rack"	"Blomberg"	"N/A"	"N/A"	"Germany"	9	"Solar Mounting/Rack"	"H01R"	"H01L"		"H01L"	"Y02E"	"H01R"	"germany"	2011	"topic-09"	1	"num-7931488"
"pat0601"	"yr2011"	"Solar Mounting/Rack"	"Hong Kong"	"N/A"	"N/A"	"China"	14	"Solar Mounting/Rack"	"Y02E"	"H01L"		"F24J"	"Y02E"	"H01L"	"asia"	2011	"topic-14"	1	"num-12/944 725"
"pat0798"	"yr2012"	"Solar Mounting/Rack"	"Colorado Springs  CO"	"CO"	"CO"	"USA"	14	"Solar Mounting/Rack"	"F24J"			"F24J"	"Y02E"	"H01L"	"CO"	2012	"topic-14"	1	"num-13/403 463"
"pat0546"	"yr2011"	"Solar Mounting/Rack"	"Wilmington  DE"	"DE"	"DE"	"USA"	4	"Solar Mounting/Rack"	"Y02E"	"F24J"	"Y02E"	"Y02B"	"H01L"	"Y02E"	"DE"	2011	"topic-04"	1	"num-12/818 504"
"pat0634"	"yr2011"	"Solar Mounting/Rack"	"Fremont  CA"	"CA"	"CA"	"USA"	13	"Solar Mounting/Rack"				"H01L"	"Y02E"	"F24J"	"Bay_Area"	2011	"topic-13"	1	"num-13/019 172"
"pat0834"	"yr2012"	"Solar Inverter"	"Nurnberg"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"				"H02M"	"Y02E"	"H02J"	"germany"	2012	"topic-00"	1	"num-13/491 242"
"pat0187"	"yr2011"	"Solar Inverter"	"Ravensburg"	"N/A"	"N/A"	"Germany"	11	"Solar Inverter"	"H02J"			"Y02E"	"H02J"	"G05F"	"germany"	2011	"topic-11"	1	"num-8044533"
"pat0544"	"yr2011"	"Solar Monitoring"	"Scottsdale  AZ"	"AZ"	"AZ"	"USA"	8	"Solar Inverter"	"H01L"	"H03K"		"H01L"	"Y02E"	"Y02B"	"AZ"	2011	"topic-08"	1	"num-12/813 036"
"pat0019"	"yr2007"	"Solar Mounting/Rack"	"Albuquerque  NM"	"NM"	"NM"	"USA"	12	"Solar Mounting/Rack"				"Y02E"	"H01L"	"F24J"	"NM"	2007	"topic-12"	1	"num-7260918"
"pat0433"	"yr2010"	"Solar Monitoring"	"Merced  CA"	"CA"	"CA"	"USA"	13	"Solar Mounting/Rack"	"G01R"	"H01L"		"H01L"	"Y02E"	"F24J"	"Other_CA"	2010	"topic-13"	1	"num-12/407 737"
"pat0523"	"yr2010"	"Solar Monitoring"	"Richardson  TX"	"TX"	"TX"	"USA"	6	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"TX"	2010	"topic-06"	1	"num-12/757 989"
"pat0248"	"yr2012"	"Solar Mounting/Rack"	"Boston  MA"	"MA"	"MA"	"USA"	13	"Solar Mounting/Rack"	"H01L"	"Y02B"	"H01L"	"H01L"	"Y02E"	"F24J"	"MA"	2012	"topic-13"	1	"num-8196369"
